Text,Polarity ,
ইন্টেল ১১ প্রজন্মের প্রসেসর ‘টাইগার লেক’ ল্যাপটপের জন্য নতুন পাওয়ারহাউজ,Positive,
লেবাননের রাজধানী বৈরুতে হওয়া বিস্ফোরণের আসল কারণ কি আসুন জানি।,Neutral,
টেলিস্কোপ কিভাবে হাজারো আলোকবর্ষ দুরের গ্রহ নক্ষত্র কে খুঁজে বের করে?,Neutral,
নেপচুন সৌরজগতের অষ্টম গ্রহ এবং সূর্য থেকে সবচেয়ে দূরবর্তী গ্রহ যা রোমান সমুদ্র দেবতা নেপচুনের নামে নামাঙ্কিত হয়েছে।,Neutral,
পানি ও বরফ একই পদার্থ হওয়া সত্ত্বেও এদের ঘনত্ব ভিন্ন কেনো?,Neutral,
পানির তাপমাত্রা কমিয়ে আনলে ব্যতিরক্রমী প্রসারণের কারণ বরপের ঘনত্ব কমে যায়।,Neutral,
বরফ এবং ফেনা সাদা দেখায় একই কারণে।,Neutral,
তেমনই বরফ হলো পানির ক্রিস্টাল বা কেলাসের একটা গুচ্ছ।,Neutral,
ফেনা এবং বরফ- দুই ক্ষেত্রেই বুদবুদ বা কেলাসের ফাকে বাতাস ভর্তি থাকে।,Neutral,
ইতালিতে করোনা সনাক্ত হওয়ার পর ৪৫ তম দিনে মহামারী রুপ ধারণ করে।,Negative,
বাংলাদেশে করোনা ভাইরাস সনাক্ত হওয়ার ২৪ তম দিন শেষ হলো আজ।,Negative,
করোনা ভাইরাস থেকে রক্ষার্থে জনসচেতনতায় অনেক বছর পর আবার আমাদের মীনা কার্টুন।,Positive,
যারা সাদা সুতি জামদানী শাড়ি খুজছেন তাদের জন্য।,Neutral,
"আমি সবচাইতে বেশী ক্ষতির স্বীকার হয়েছি ""মেয়ে মানুষের দ্বারা""!!",Negative,
আলহামদুলিল্লাহ তারা আমার জীবন থেকে সরে গেছেন নিজেদের কাজ দিয়েই,Positive,
আল্লাহ জানেন যে তারা মানুষের ভালো দেখতে পারেন না।,Negative,
"জীবনে ""ফেইসবুক"" আসার পর ফেইক মানুষ চেনার সৌভাগ্য হলো অনেক।",Negative,
ইন্ডাস্ট্রিতে আমার অভিজ্ঞতা বেশি দিনের না।,Negative,
সাম্প্রতিক গবেষনায় দেখা গেছে একটা এ টি এম কার্ড এর সমপরিমান ওজনের প্লাস্টিক আমরা এক সপ্তাহে গলাধঃকরণ করি।,Negative,
"কি চমতকার একটা লেখা, বাস্তব এবং মন থেকে।",Positive,
"মাঝরাতে আচমকা ঘামে ভিজে ঘুম ভেঙে গেল, এমন কখনও হয়েছে কী?",Negative,
"আপনি নিয়মিত ব্যায়াম করতে আরম্ভ করুন, ফল পাবেন।",Positive,
কারণ কি আমরা মেয়েরাই এলোমেলো দেখলে মাথা খারাপ হয়ে যায় চারু আপু ?,Neutral,
"বাংলা লেখালেখি ও অনুবাদে আগ্রহী বা পারদর্শী হয়ে থাকলে আপনার জন্য সুযোগ রয়েছে বিওয়াইএলসি'র মার্কেটিং ও কমিউনিকেশন টিমে ""ইন্টার্ন"" হিসেবে কাজ করার।",Positive,
এই মহিলাটি কেরালার মল্লপুরমের একটি স্কুলের গণিতের শিক্ষিকা ছিলেন।,Neutral,
